run_id,timestamp_utc,method,arm,impl_commit,rasteriser_commit,dataset,scene,resolution_flag,load_allres,kernel_size,disable_3D_filter,train_scale,test_scale,iterations,seed,psnr,ssim,lpips,lpips_backbone,n_gaussians,model_mb,peak_vram_mb,train_seconds,render_fps,gpu_model,platform,level_claimed,notes
r1-20260907T191924+0000-B-lego-12,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,lego,-1,True,0.3,True,multi,1/2,30000,0,33.9769,0.98328,0.01732,vgg,125586,31.65,5739,918.7,8.497,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-B-lego-14,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,lego,-1,True,0.3,True,multi,1/4,30000,0,33.3374,0.98406,0.01729,vgg,125586,31.65,5739,918.7,8.497,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-B-lego-18,2026-09-07T19:19:24+00:00,3dgs,B,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,18aa76d4cde507865dd7cdb2bf8bf03ff3321407,blender,lego,-1,True,0.3,True,multi,1/8,30000,0,32.1410,0.98295,0.02341,vgg,125586,31.65,5739,918.7,8.497,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-lego-1x,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,lego,-1,True,0.1,False,multi,1x,30000,0,34.1184,0.97784,0.02347,vgg,280506,70.69,8559,1245.3,7.847,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-lego-12,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,lego,-1,True,0.1,False,multi,1/2,30000,0,35.8162,0.98791,0.00982,vgg,280506,70.69,8559,1245.3,7.847,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-lego-14,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,lego,-1,True,0.1,False,multi,1/4,30000,0,36.3600,0.99181,0.00671,vgg,280506,70.69,8559,1245.3,7.847,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-lego-18,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,lego,-1,True,0.1,False,multi,1/8,30000,0,35.0081,0.99207,0.00742,vgg,280506,70.69,8559,1245.3,7.847,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-materials-1x,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,materials,-1,True,0.1,False,multi,1x,30000,0,29.6297,0.95781,0.03999,vgg,248913,62.73,4609,1081.8,8.566,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-materials-12,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,materials,-1,True,0.1,False,multi,1/2,30000,0,31.1918,0.97418,0.01756,vgg,248913,62.73,4609,1081.8,8.566,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
r1-20260907T191924+0000-A-materials-14,2026-09-07T19:19:24+00:00,mip-splatting,A,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,d9a231e8c11a4c955a39b1cfbdc78e6c252e40f5,blender,materials,-1,True,0.1,False,multi,1/4,30000,0,33.1256,0.98664,0.00973,vgg,248913,62.73,4609,1081.8,8.566,Tesla T4,kaggle,L1,"R2 Blender MTMT, 30000 iters, 8-scene sweep, seed 0"
